"Sample ID","Species","Data source","Biosample type","Tissue type","Biosample name"
"Sample_02_0164","Human","NCBI GEO/SRA","Cell line","Lung","H2087_Parental"
"Sample_02_0165","Human","NCBI GEO/SRA","Cell line","Lung","H2087_LCC2"
"Sample_02_0166","Human","NCBI GEO/SRA","Cell line","Mammary gland","HCC1954_Parental"
"Sample_02_0167","Human","NCBI GEO/SRA","Cell line","Mammary gland","HCC1954_LCC2"
"Sample_02_0168","Human","NCBI GEO/SRA","Cell line","Prostate","LNCaP"
"Sample_02_0169","Human","NCBI GEO/SRA","Cell line","Prostate","LNCaP_R1881"
"Sample_02_0170","Human","NCBI GEO/SRA","Cell line","Prostate","LNCaP_R1881_DOX"
"Sample_02_0171","Human","NCBI GEO/SRA","Cell line","Lung","IMR-90_proliferating"
"Sample_02_0172","Human","NCBI GEO/SRA","Cell line","Lung","IMR-90_quiescent"
"Sample_02_0173","Human","NCBI GEO/SRA","Cell line","Lung","IMR-90_senescent"
"Sample_02_0174","Human","NCBI GEO/SRA","Cell line","Lung","IMR-90_DMSO_2"
"Sample_02_0175","Human","NCBI GEO/SRA","Cell line","Lung","IMR-90_Etoposide"
"Sample_02_0176","Human","NCBI GEO/SRA","Cell line","Peripheral blood","LOUCY"
"Sample_02_0177","Human","NCBI GEO/SRA","Cell line","Urinary bladder","J82"
"Sample_02_0179","Human","NCBI GEO/SRA","Cell line","Urinary bladder","T24"
"Sample_02_0180","Human","NCBI GEO/SRA","Cell line","melanoma","CJM"
"Sample_02_0181","Human","NCBI GEO/SRA","Cell line","melanoma","COLO679"
"Sample_02_0182","Human","NCBI GEO/SRA","Cell line","melanoma","LOX-IMVI"
"Sample_02_0183","Human","NCBI GEO/SRA","Cell line","Skin","SKMEL2"
"Sample_02_0184","Human","NCBI GEO/SRA","Cell line","Skin","SKMEL30"
"Sample_02_0185","Human","NCBI GEO/SRA","Cell line","Skin","UACC257"
"Sample_02_0186","Human","NCBI GEO/SRA","Cell line","Stomach","AGS"
"Sample_02_0187","Human","NCBI GEO/SRA","Cell line","Stomach","KATOIII"
"Sample_02_0188","Human","NCBI GEO/SRA","Cell line","Stomach","MKN1"
"Sample_02_0189","Human","NCBI GEO/SRA","Cell line","Stomach","SNU016"
"Sample_02_0190","Human","NCBI GEO/SRA","Cell line","Stomach","SNU638"
"Sample_02_0191","Human","NCBI GEO/SRA","Cell line","Stomach","SNU719"
"Sample_02_0192","Human","NCBI GEO/SRA","Cell line","Stomach","MKN45"
"Sample_02_0193","Human","NCBI GEO/SRA","Tissue","Kidney","Patient_x750N"
"Sample_02_0194","Human","NCBI GEO/SRA","Tissue","Kidney","Patient_x750T"
"Sample_02_0195","Human","NCBI GEO/SRA","Cell line","Stomach","OCUM1"
"Sample_02_0196","Human","NCBI GEO/SRA","Cell line","Stomach","NCC59"
"Sample_02_0197","Human","NCBI GEO/SRA","Cell line","Stomach","SNU1750"
"Sample_02_0198","Human","NCBI GEO/SRA","Cell line","Stomach","SNU16"
"Sample_02_0199","Human","NCBI GEO/SRA","Cell line","Stomach","KATO3"
"Sample_02_0200","Human","NCBI GEO/SRA","Cell line","Stomach","RERF-GC-1B"
"Sample_02_0201","Human","NCBI GEO/SRA","Cell line","Stomach","MKN7"
"Sample_02_0202","Human","NCBI GEO/SRA","Cell line","Stomach","YCC7"
"Sample_02_0203","Human","NCBI GEO/SRA","Cell line","Stomach","YCC21"
"Sample_02_0204","Human","NCBI GEO/SRA","Cell line","Stomach","IM95"
"Sample_02_0205","Human","NCBI GEO/SRA","Tissue","Stomach","Gastric_Primary_Sample_T"
"Sample_02_0206","Human","NCBI GEO/SRA","Tissue","Stomach","Gastric_Primary_Sample_N"
"Sample_02_0207","Human","NCBI GEO/SRA","Cell line","Stomach","FU97"
"Sample_02_0208","Human","NCBI GEO/SRA","Cell line","Stomach","YCC3"
"Sample_02_0209","Human","NCBI GEO/SRA","Cell line","Lung","MRC-5_MRC5_1DPT"
"Sample_02_0210","Human","NCBI GEO/SRA","Cell line","Lung","MRC-5_N_1DPT"
"Sample_02_0211","Human","NCBI GEO/SRA","Cell line","Lung","MRC-5_NFD_1DPT"
"Sample_02_0212","Human","NCBI GEO/SRA","Cell line","Burkitts lymphoma of the left maxilla","Raji_DMSO"
"Sample_02_0213","Human","NCBI GEO/SRA","Cell line","Burkitts lymphoma of the left maxilla","Raji_JQ1"
"Sample_02_0214","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_WT"
"Sample_02_0215","Human","NCBI GEO/SRA","Other","Skin","NHEK_siGRHL3"
"Sample_02_0216","Human","NCBI GEO/SRA","Other","Skin","NHEK_scramble"
"Sample_02_0217","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF-7_NS"
"Sample_02_0218","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF-7_PMA"
"Sample_02_0219","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231"
"Sample_02_0220","Human","NCBI GEO/SRA","Cell line","Brain","BE2C_1"
"Sample_02_0221","Human","NCBI GEO/SRA","Cell line","Blood","CCRF-CEM"
"Sample_02_0222","Human","NCBI GEO/SRA","Cell line","Blood","DU-528"
"Sample_02_0223","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLT4_1"
"Sample_02_0224","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","P12-ICHIKAWA"
"Sample_02_0225","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","PF-382"
"Sample_02_0226","Human","NCBI GEO/SRA","Cell line","Blood","KOPTK1"
"Sample_02_0227","Human","NCBI GEO/SRA","Cell line","Oesophagus","TE7"
"Sample_02_0228","Human","NCBI GEO/SRA","Cell line","Oesophagus","KYSE510"
"Sample_02_0229","Human","NCBI GEO/SRA","Stem cell","Umbilical cord","ID01"
"Sample_02_0230","Human","NCBI GEO/SRA","Stem cell","Umbilical cord","ID60"
"Sample_02_0231","Human","NCBI GEO/SRA","Primary cell","Tonsil","ILC1"
"Sample_02_0232","Human","NCBI GEO/SRA","Primary cell","Tonsil","ILC3"
"Sample_02_0233","Human","NCBI GEO/SRA","Primary cell","Tonsil","Th1"
"Sample_02_0234","Human","NCBI GEO/SRA","Primary cell","Tonsil","Th17"
"Sample_02_0235","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","NK"
"Sample_02_0236","Human","NCBI GEO/SRA","Cell line","Colon","V206"
"Sample_02_0237","Human","NCBI GEO/SRA","Cell line","Colon","V389"
"Sample_02_0240","Human","NCBI GEO/SRA","Cell line","Colon","V429_2"
"Sample_02_0241","Human","NCBI GEO/SRA","Cell line","Colon","V456"
"Sample_02_0242","Human","NCBI GEO/SRA","Cell line","Colon","V481"
"Sample_02_0243","Human","NCBI GEO/SRA","Other","Foreskin","foreskin_HFFs"
"Sample_02_0244","Human","NCBI GEO/SRA","Other","Foreskin","foreskin_D11"
"Sample_02_0246","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF-7_estradiol"
"Sample_02_0247","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLT4_2"
"Sample_02_0248","Human","NCBI GEO/SRA","Cell line","Blood","MD901_shCREBBP"
"Sample_02_0249","Human","NCBI GEO/SRA","Cell line","Blood","MD901_WD"
"Sample_02_0250","Human","NCBI GEO/SRA","Tissue","Brain","tumormodel3691"
"Sample_02_0251","Human","NCBI GEO/SRA","Cell line","Autonomic ganglia","SH-SY5Y-MYCN-OFF"
"Sample_02_0252","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","IMR5-75-shMYCN-MYCN_high"
"Sample_02_0253","Human","NCBI GEO/SRA","Cell line","Brain","BE2C_DMSO"
"Sample_02_0254","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","IMR5-75"
"Sample_02_0255","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLM13"
"Sample_02_0256","Human","NCBI GEO/SRA","Cell line","Peripheral blood","MV411"
"Sample_02_0257","Human","NCBI GEO/SRA","Tissue","Endometrioid","endometrioid_adenocarcinoma_TumorA"
"Sample_02_0258","Human","NCBI GEO/SRA","Other","Lung","NCI-H1299_EGFP-NEO_reporter_cells_DMSO"
"Sample_02_0259","Human","NCBI GEO/SRA","Other","Lung","NCI-H1299_EGFP-NEO_reporter_cells_SAHA"
"Sample_02_0260","Human","NCBI GEO/SRA","Other","Lung","NCI-H1299_EGFP-NEO_reporter_cells_SB939"
"Sample_02_0261","Human","NCBI GEO/SRA","Cell line","Osteoblastic","hFOB_differentiated"
"Sample_02_0262","Human","NCBI GEO/SRA","Cell line","Osteoblastic","hFOB_JQ1_differentiated"
"Sample_02_0263","Human","NCBI GEO/SRA","Cell line","Osteoblastic","hFOB_undifferentiated"
"Sample_02_0264","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","7250-empty"
"Sample_02_0265","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","7250-PAX3-FOXO1"
"Sample_02_0266","Human","NCBI GEO/SRA","Other","Bronchial","HBE_Primary human bronchial epithelial cells_"
"Sample_02_0267","Human","NCBI GEO/SRA","Cell line","Kidney","786-O"
"Sample_02_0268","Human","NCBI GEO/SRA","Cell line","Kidney","A-498"
"Sample_02_0269","Human","NCBI GEO/SRA","Cell line","Kidney","HK-2"
"Sample_02_0270","Human","NCBI GEO/SRA","Primary cell","Kidney","PCS-400"
"Sample_02_0271","Human","NCBI GEO/SRA","Cell line","Kidney","20431713N"
"Sample_02_0272","Human","NCBI GEO/SRA","Cell line","Kidney","20431713T"
"Sample_02_0273","Human","NCBI GEO/SRA","Cell line","Endometriosis","hTERT_SCR"
"Sample_02_0274","Human","NCBI GEO/SRA","Cell line","Endometriosis","hTERT_KD"
"Sample_02_0275","Human","NCBI GEO/SRA","Tissue","Retina","FW14"
"Sample_02_0276","Human","NCBI GEO/SRA","Tissue","Retina","FW15"
"Sample_02_0277","Human","NCBI GEO/SRA","Tissue","Retina","FW18"
"Sample_02_0278","Human","NCBI GEO/SRA","Tissue","Retina","FW24"
"Sample_02_0279","Human","NCBI GEO/SRA","Tissue","Retina","RB"
"Sample_02_0280","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159_DMSO_24h"
"Sample_02_0281","Human","NCBI GEO/SRA","Cell line","Bone","U2OS"
"Sample_02_0282","Human","NCBI GEO/SRA","Cell line","Lung","IMR-90"
"Sample_02_0283","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","p7-CLL-patient_CD74"
"Sample_02_0284","Human","NCBI GEO/SRA","Tissue","Pelvis","patient 119"
"Sample_02_0285","Human","NCBI GEO/SRA","Cell line","Liver","HuH7_untreat"
"Sample_02_0286","Human","NCBI GEO/SRA","Cell line","Liver","HuH7_IL-1alpha_1h"
"Sample_02_0288","Human","NCBI GEO/SRA","Other","Tonsil","CB5_H3K27Ac"
"Sample_02_0293","Human","NCBI GEO/SRA","Cell line","Pancreatic","L3-6_4SC-202"
"Sample_02_0294","Human","NCBI GEO/SRA","Cell line","Pancreatic","L3-6_DMSO"
"Sample_02_0295","Human","NCBI GEO/SRA","Cell line","Lung","A549_TGFBeta_72h"
"Sample_02_0296","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","CLB-BER-Lud"
"Sample_02_0297","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","CLB-CAR"
"Sample_02_0298","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","CLB-GA"
"Sample_02_0299","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","CLB-MA"
"Sample_02_0300","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","CLB-PE"
"Sample_02_0301","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","GIMEN"
"Sample_02_0302","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","IMR32"
"Sample_02_0303","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","LAN1"
"Sample_02_0304","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","N206"
"Sample_02_0305","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SH-EP"
"Sample_02_0306","Human","NCBI GEO/SRA","Cell line","Autonomic ganglia","SH-SY5Y"
"Sample_02_0307","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SJNB12"
"Sample_02_0308","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SJNB1"
"Sample_02_0309","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SJNB6"
"Sample_02_0310","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SJNB8"
"Sample_02_0311","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SK-N-AS"
"Sample_02_0312","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SK-N-BE_2-C"
"Sample_02_0313","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SK-N-DZ"
"Sample_02_0314","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","SK-N-FI"
"Sample_02_0315","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","TR14"
"Sample_02_0316","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","CHP212"
"Sample_02_0317","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","GICAN"
"Sample_02_0318","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","NB69"
"Sample_02_0319","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","NB-EBc1"
"Sample_02_0320","Human","NCBI GEO/SRA","Cell line","Peripheral blood","MO1043_ICN1_HA_H3K27Ac_a"
"Sample_02_0321","Human","NCBI GEO/SRA","Cell line","Peripheral blood","MO1043_ICN1_HA_H3K27Ac_b"
"Sample_02_0322","Human","NCBI GEO/SRA","Cell line","Colon","Caco-2"
"Sample_02_0323","Human","NCBI GEO/SRA","Cell line","Colon","RKO"
"Sample_02_0324","Human","NCBI GEO/SRA","Cell line","Colon","SW48"
"Sample_02_0325","Human","NCBI GEO/SRA","Primary cell","Liver","hepatocytes_d1"
"Sample_02_0326","Human","NCBI GEO/SRA","Primary cell","Liver","hepatocytes_d3"
"Sample_02_0327","Human","NCBI GEO/SRA","Primary cell","Liver","hepatocytes_d6"
"Sample_02_0328","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_naive"
"Sample_02_0329","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_primed"
"Sample_02_0330","Human","NCBI GEO/SRA","Stem cell","Endoderm","MHG"
"Sample_02_0331","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLM14_untreated"
"Sample_02_0332","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLM14_DMSO_9"
"Sample_02_0333","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLM14_DMSO_10"
"Sample_02_0334","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLM14_CA25_11"
"Sample_02_0335","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MOLM14_CA25_12"
"Sample_02_0336","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","SET2"
"Sample_02_0337","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","MV411_untreat"
"Sample_02_0338","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","BE2"
"Sample_02_0339","Human","NCBI GEO/SRA","Cell line","Neuroblastoma","NGP"
"Sample_02_0340","Human","NCBI GEO/SRA","Cell line","Brain","BE2C_2"
"Sample_02_0341","Human","NCBI GEO/SRA","Cell line","Autonomic ganglia","SH-SY5Y_untreat"
"Sample_02_0342","Human","NCBI GEO/SRA","Primary cell","Liver","HSPCs_F0"
"Sample_02_0343","Human","NCBI GEO/SRA","Primary cell","Bone marrow","HSPC_A0"
"Sample_02_0344","Human","NCBI GEO/SRA","Primary cell","Blood","CD34"
"Sample_02_0345","Human","NCBI GEO/SRA","Primary cell","Blood","AML8"
"Sample_02_0346","Human","NCBI GEO/SRA","Primary cell","Blood","AML10"
"Sample_02_0347","Human","NCBI GEO/SRA","Primary cell","Blood","AML11"
"Sample_02_0348","Human","NCBI GEO/SRA","Cell line","Peripheral blood","CUTLL1_wild-type"
"Sample_02_0349","Human","NCBI GEO/SRA","Cell line","Peripheral blood","CUTLL1_dimer-mutant"
"Sample_02_0350","Human","NCBI GEO/SRA","Tissue","Dorsolateral prefrontal cortex","dorsolateral-prefrontal-cortex"
"Sample_02_0351","Human","NCBI GEO/SRA","Tissue","Hippocampus","hippocampus"
"Sample_02_0352","Human","NCBI GEO/SRA","Cell line","Colon","HCT116"
"Sample_02_0353","Human","NCBI GEO/SRA","Cell line","Colon","HT29"
"Sample_02_0354","Human","NCBI GEO/SRA","Cell line","Colon","Colo205"
"Sample_02_0355","Human","NCBI GEO/SRA","Cell line","Colon","HCT15"
"Sample_02_0356","Human","NCBI GEO/SRA","Cell line","Colon","Sw480"
"Sample_02_0357","Human","NCBI GEO/SRA","Cell line","Colon","Colo320"
"Sample_02_0358","Human","NCBI GEO/SRA","Cell line","Colon","LS180"
"Sample_02_0359","Human","NCBI GEO/SRA","Cell line","Colon","Colo741"
"Sample_02_0360","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","SEM"
"Sample_02_0361","Human","NCBI GEO/SRA","Cell line","Colon","HT29_DMSO"
"Sample_02_0362","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","REH"
"Sample_02_0363","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue","697"
"Sample_02_0364","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","CTR"
"Sample_02_0365","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","NCI0075"
"Sample_02_0366","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","NCI0082"
"Sample_02_0367","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","NS129"
"Sample_02_0368","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","NS134"
"Sample_02_0369","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","RD"
"Sample_02_0370","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","RH4"
"Sample_02_0371","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","RH5"
"Sample_02_0372","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","RMS008"
"Sample_02_0373","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","RMS206"
"Sample_02_0374","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","RMS209"
"Sample_02_0375","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","RMS216"
"Sample_02_0376","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","RMS237"
"Sample_02_0377","Human","NCBI GEO/SRA","Tissue","Skeletal muscle","RMS238"
"Sample_02_0378","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","SCMC"
"Sample_02_0379","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","RD-Fusion-Negative-Rhabdomyosarcoma"
"Sample_02_0380","Human","NCBI GEO/SRA","Cell line","Skeletal muscle","RH18"
"Sample_02_0381","Human","NCBI GEO/SRA","Primary cell","Heart","purified cardiomyocyte WT"
"Sample_02_0382","Human","NCBI GEO/SRA","Primary cell","Heart","purified cardiomyocyte G296S mutants"
"Sample_02_0383","Human","NCBI GEO/SRA","Other","Blood","Ik6pre-BALL+TET-emptyvector"
"Sample_02_0384","Human","NCBI GEO/SRA","Other","Blood","Ik6pre-BALL+TET-Ik1"
"Sample_02_0385","Human","NCBI GEO/SRA","Primary cell","Lymph node","CD19+_B_cells_FL3A"
"Sample_02_0386","Human","NCBI GEO/SRA","Primary cell","Lymph node","CD19+_B_cells_FL1-2"
"Sample_02_0387","Human","NCBI GEO/SRA","Primary cell","Lymph node","CD19+_B_cells_nhl_FL1-2"
"Sample_02_0388","Human","NCBI GEO/SRA","Primary cell","Tonsil","CD19+_CD10+_CD44low_CXCR4+_B_cells"
"Sample_02_0389","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD19+_B_cells_nhl"
"Sample_02_0390","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD19+_B_cells"
"Sample_02_0391","Human","NCBI GEO/SRA","Primary cell","Activated IL4,anti-CD40,IgM,and IgD peripheral blood","CD19+_B_cells_Activated_M"
"Sample_02_0393","Human","NCBI GEO/SRA","Primary cell","Activated IL4,anti-CD40,IgM,and IgD peripheral blood","CD19+_B_cells_Activated_F"
"Sample_02_0394","Human","NCBI GEO/SRA","Cell line","Mammary gland","T-47D_2"
"Sample_02_0395","Human","NCBI GEO/SRA","Cell line","Mammary gland","BT-549"
"Sample_02_0396","Human","NCBI GEO/SRA","Other","Skin","NHEK-D"
"Sample_02_0397","Human","NCBI GEO/SRA","Cell line","Mammary gland","CAL51-MCF-7"
"Sample_02_0398","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231-MCF-7"
"Sample_02_0399","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159PT-BT-474"
"Sample_02_0400","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159PT-MCF-7"
"Sample_02_0401","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159PT-T47D"
"Sample_02_0402","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159PT-ZR-75-1"
"Sample_02_0403","Human","NCBI GEO/SRA","Cell line","Mammary gland","T-47D_untreat"
"Sample_02_0404","Human","NCBI GEO/SRA","Cell line","Mammary gland","ZR-75-1_2"
"Sample_02_0405","Human","NCBI GEO/SRA","Cell line","Mammary gland","ZR-75-30_KO"
"Sample_02_0406","Human","NCBI GEO/SRA","Cell line","Mammary gland","ZR-75-30_parental"
"Sample_02_0407","Human","NCBI GEO/SRA","Cell line","Brain","BT16"
"Sample_02_0408","Human","NCBI GEO/SRA","Cell line","Kidney","G401_Dox"
"Sample_02_0409","Human","NCBI GEO/SRA","Cell line","Kidney","G401_NoDox"
"Sample_02_0410","Human","NCBI GEO/SRA","Cell line","Brain","BT16_NoDox"
"Sample_02_0411","Human","NCBI GEO/SRA","Cell line","Liver","TTC549_untreated"
"Sample_02_0412","Human","NCBI GEO/SRA","Cell line","Liver","TTC549_Doxycycline"
"Sample_02_0413","Human","NCBI GEO/SRA","Tissue","Brain","GBM_2493"
"Sample_02_0414","Human","NCBI GEO/SRA","Cell line","Foreskin","BJEL"
"Sample_02_0415","Human","NCBI GEO/SRA","Cell line","Stomach","YCC22"
"Sample_02_0416","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_Het"
